essay_id,grade,essay_topic,essay_text,dyslexic_flag,score_1,score_2,score_3,avg_score,rubric_score_language,rubric_score_content,rubric_score_relevance,total_score,normalized_score,baseline_score
G7_002,7,ඖෂදීය පාන,"ශ්‍රී ලංකා වාසී අපට බොහෝ පාන තිබේ. මත් පැන් ලෝලීන් රා, අරක්කු, විස්කි හා නීති විරෝධී මත් පැන් ඔවුන්ගේ රුචිකත්වය අනුව තෝරා ගෙන පානය කරති. බොහෝමයක් සමාන්‍ය ජනතාව තේ හෝ කෝපි පානය කරති. ඒ තුල ඇලකොහොල් අන්තර්ගත නොවේ. නමුදු ඒවා තුලින් ශරීරයට තාවකාලික වූ ශක්තියක් ලබා දෙයි.
නිසකයෙන්ම මත් පැන් ශරීර සෞඛ්‍යයටත් පසුම්බියටත් සමාජයටත් එකසේ අහිතකර දෙයක් වෙයි. කෝපි සහ තේ ශරීරයට ස්ථිර ශක්තිමත් බවක් ලබා නොදෙයි. මෑතකදී විද්‍යාඥයින් විසින් සොයා ගන්න ලද කාරනයක් වන්නේ තේ මිනිස් සිරුරේ අස්ථි ශක්තිමත් කිරීමට දායක වන බවයි. මෙය වුවද තවමත් පර්යේෂණ මට්ටමේ පවතින සැකයක් පමණි.
ඖෂදීය පාන ඕනෑ තරම් අප රටේ තිබේ. බටහිර ජාතිකයිනට මෙම ඖෂධීය පාන බොහෝමයක් නොලැබේ.ආයුර්වේද වෛද්‍ය ක්‍රමයට අනුව මෙම ඖෂධීය පාන ශරීරය ශක්තිමත් කරන අතරම අපගේ ශරීරය තුලට යහපත් සෞඛ්‍යයක් සහතික වශයෙන්ම ලබා දෙයි. මෙම පාන තුල ඖෂධමය වටිනාකමක්ද ඇති බව සොයා ගෙන තිබේ. ඇතැම් රෝග වලට ප්‍රතිශක්තියක් ද ලබා දීමට මේවාට හැකියාව ඇති අතරම ආහාර දිරවීමේ ශක්තියද වැඩිදියුණු කරයි. කැද බොහෝ ගුණ සහිත පානයකි. ඒවා සැකසීමද ඉතාමත් පහසුය.
ඇතැම් වර්ග වල ශාඛ තැම්බීමටද අපට හැකිය. බෙලි මල්, රණවරා, පොල්පලා, ඉරමුසු ආදී ශාක සතුව ඉහල ඖෂධීය ගුනයක් ඇත. ඇතැම් පවුල් වල දෙමාපියෝ තම දරුවන්ගේ සෞඛ්‍යය සම්පන්න භාවය තහවුරු කිරිමට මේවා සකසා දෙනු ලබති.එම ළමුන් ශක්ති සම්පන්නව වැඩේ. කැඳ පානයෙන් පිපසය සංසිදෙන අතරම එය හොඳ ආහාරයක්ද වේ. සෑම උදෑසනකම ඔබ කොළ කැඳ කොප්පයක් පානය කළ හොත් ඔබට අවැසි නම් ඔබේ උදෑසන ආහාරයද අමතක කර දැමිය හැකි.
ගම්බද ජනතාව පුරුද්දක් වශයෙන් දිනපතා උදෑසන කොළ කැඳ කොප්පයක් පානය කරති.
මත් පැන් තේ හෝ කෝපි මිලදී ගැනීමට යම් කිසි මුදලක් වැය කිරීමට අපට සිදු වේ. නමුදු කොළ කැඳ සැකසීමට කිසිඳු මුදලක් වැය නොවේ. අවැසි පැළෑටි වර්ග අප අවට වට පිටාවෙන්ම කිසිඳු මුදලක් වැය නොකර සොයා ගැනීමට අපට හැකිය. ශ්‍රී ලංකාව වැනි දුප්පත් රටක ජනතාව අඩු තරමින් එක කොළ කැඳ කොප්පයක්වත් පානය කිරීමට උත්සහ ගත යුතුය. එය කුඩා ළමුන්ටද යහපත් දෙයකි.ඖෂධීය පාන වෛද්‍යවරයා ඔබෙන් ඈත් කර තබයි.
",False,,,,,,,,,,100.0
G7_003,7,නිදහස් වෙළද කලාපය,"නිදහස් වෙළද කලාපය අපේ රටේ ආර්ථිකය නගා සිටුවීමට ඉමහත් රුකුලකි. බියගම, කටුනායක සහ කොග්ගල අපගේ නිදහසස් වෙළද කලාප අතර වේ. රටක් සංවර්ධනය සඳහා දේශීය හා විදේශීය ආයෝජනය කිරීම මගින් දැවැන්ත කාර්ය භාර්යක් ඉටු කරයි.
මෙම නිදහස් වෙළද කලාප රැකියා විරහිත භාව විසදීම සඳහා දැවැන්ත පිටිහලක් වී තිබේ. නිදහස් වෙළද කලාප තුල කුඩා ප්‍රමාණයේ සහ මහ පරිමානයේ කර්මාන්ත ඇත. දක්ශතා සහිත මිනිස්සු මෙම කර්මාන්ත වල නියැලි වඩා යහපත් ප්‍රථිපල ඒවා තුලින් අත්කර දීමට සැලකිලිමත් විය යුතුය. එවැනි තත්වයෙන් වඩාත් උසස් භාණ්ඩ නිපද වීම සඳහා උසස් තක්ෂනික ශිල්ප ක්‍රම යොදා ගත් යුතුය. තත්වයෙන් වඩාත් උසස් නිෂ්පාදන පිට රට යැවීම තුලින් අපට විදේශ විනිමය සොයා ගත හැකිය.
නිෂ්පාදන තුලින් ලාභා උපදවා ගැනීමට නම් සේවකයන් දිරිමත් කිරීම උදෙසා වඩා ආකර්ශනීය වැටුප් ඔවුනට ලබා දිය යුතුය. මෙම නිදහස් වෙළද කලාප සංකීර්ණයේ වඩාත් ඉදිරියෙන් සිටින්නේ නිමි ඇදුම්
නිෂ්පාදකයෝය. අනෙකුත් කර්මාන්ත අතර මේ කර්මාන්තය, රූපවාහිනි, ගුවන් විදුලි මොටර් රථ අමතර කොටස් නිෂ්පානය අදිය සිදු කෙරේ.
අපගේ අරමුණ විය යුත්තේ දේශිය ආයෝජනය වඩ වඩා පුළුල් කිරිමයි. එ තුලින් නොදුරු අනාගතයේදි අපේ රටේ ආර්ථික දියුණුවක් ඇති කල හැකිය
",False,,,,,,,,,,78.34
G7_004,7,සඳ තරණ,"මගේ ළමා කාලයේ සිටම මට අසා දැන ගන්නට ලැබුණේ ඇමරිකානුවන් සඳට ගොස් ආරක්ෂිතව යලි පැමිණි බවයි. පළමුව සඳ මත පා තැබු තැනැත්තා නීල් ආම්ස්ට්‍රෝය. ඔහු සිඳට ගියේ මයිකල් කොලින්ස් හා එඩ්වින් ඕල්ඩ් රින් නැමති අනෙක් අජටාකාශ ගාමීන් දෙදෙනා සමඟය. මෙය සිදු වූයේ 1969 දීය. ඔවුන්ගේ පළමු සඳ තරණයෙන් පසුව ඇමරිකාණුවෝ යළි කිහිප වතාවක්ම සඳට ගොඩබටහ.
සඳට යන්නට අවස්ථාවක් ලැබෙතොත් මටද එහි යාමට ඇත්තේ අති මහත් ආශවකි. නමුදු ශ්‍රී ලංකවේ ජීවත් වන අපට ඒ සඳහා ඇත්තේ අඩු ඉඩකඩකි. කෙසේ වුවත් මට එවැනි අවස්ථාවක් උදා වුව හොත් කුමන තත්වයක් යටතේ වුවද මම එය අහිමි කර නොගනිමි.
ඔවුහු මට රොකට්ටුවකින් සඳට යාමට ආරාධනා කළහොත් පෘථිවයෙන් ඈත් වී යාමට පෙර මැනවින් සිදුකරන පුහුණුවක් මා ලබා ගත යුතුය. මන්ද වාර්තා වී ඇති පරිදි මිනිසාගේ පැවැත්මට මූලික වශයෙන් අවැසි ඔක්සිජන් වායූව එහි නොමැති නිසාය. මා සඳට ගිය හොත් විද්‍යාඥයින්ගේ අනුදැනුමින් යුතුව පලමුවෙන්ම කරනු ලබන්නේ පෘතුවිය දෙස බැලීමයි. විශේෂයෙන් ශ්‍රී ලංකව දෙස බැලීමයි. මා මෙය මගේ මිතුරෙකුට කී විට ඔහු සිනාසුනේ අපේ රට ඉතා කුඩා එකක් නිසාවෙන් එය ඉතා අපහසු කටයුත්තක් වන බව පවසමිනි.
කොහොම වෙතත් මට මගේ රට දැක ගැනීමට නොහැකි වුනත් මම අපේ රටේ විද්‍යාඥයින්ට සියළුම තොරතුරු සැපයමි. තවද මම මගේ යහළුවන්ටද තොරතුරු ලබා දෙන්නෙමි.
මම මා වෙත සපයනු ලබන නවීන විද්‍යාත්මක උපකරණ භාවිත කරමින් පර්යේෂණ කටයුතු වල නියැලෙන්නෙමි. මම එහි මිනිසුන්ට ප්‍රීතිමත් ලෙස ජීවත් වීමට ඇති හැකියාව පිළිබඳ සොයා බලමි. මම මගේ සාර්ථක සංචාරයෙන් පසු ශ්‍රී ලංකාවට පැමිණ මගේ අත්දැකීම් ඇසුරෙන් ග්‍රන්ථයක් ලියන්නෙමි. එම ග්‍රන්ථය සහතික වශයෙන්ම මට මුදල් උපයා දෙන ලංකාවේ වේගයෙන්ම අලෙවි වන පොත් අතරින් එකක් වනු ඇත.
",False,,,,,,,,,,100.0
G7_005,7,මුව දෙනෙක්ගේ,"මුව දෙනෙක්ගේ අවවාද නොඇසු මුව පැටවා වනයේ සැරිසරන්නට විය. උ හොදින් නිල්ල පෙනෙන යායකට ගොස් බඩ පුරා ලපටි තණකොළ කෑමට සිතුවේය. එහෙත් උට යාමට ලැබුනේ ටික දුරකි. වැද්දෙකු විසින් අටවා තිබුණු උගුලකට මුව පැටියා අසුවිය. උ දගලන්නට පටන් ගත්තේය. එවිට තව තවත් බැමි නද වෙන්නට විය. අන්තිමේදි මුව පැටියා මව් දෙනට ඇසෙන සේ මොර දෙන්න පටන් ගත්තේය. මුව දෙන වහ වහා පැටවා වෙත දිව ආවාය. මුව පැටියා උගුලකට අසුවී ඇති සැටි දුටු මුව දෙන හඩන්නට පටන් ගත්තාය.
එතනට ආ වැඩිහිටි මුවෙක් මුව පැටියාට යම් උපදෙසක් දී වැද්දා එනතුරු සඟ වී බලා
සිටියේය.
",False,,,,,,,,,,49.01
G7_006,7,මගේ රට ශ්‍රී ලංකාව්යි,"මගේ රට ශ්‍රී ලංකාව්යි. එය ඉන්දියන් සාගරයේ පිහිටි කුඩා දූපතකි. මෙය කෘෂිකාර්මික රටකි. මිනිසුන්ගෙන් වැඩි දෙනෙක් ගොවීන් ය.
ශ්‍රී ජයවර්ධනපුර කෝට්ටේ යනු ශ්‍රී ලංකාවේ අගනුවරයි. මගේ රටේ ජනගහනය මිලියන විස්සක් පමණ වේ. ශ්‍රී ලංකාවේ ප්‍රජාවන් කිහිපයක් ඇත. ඔවුන් සිංහල, දෙමළ, මුස්ලිම් සහ බර්ගර් ජාතිකයන් ය.
පිදුරුතලාගල උසම කන්ද වන අතර මහවැලි යනු ශ්‍රී ලංකාවේ දිගම ගංගාවයි. අපි නිදහස ලැබුවේ 1948. මගේ රට අද ජනරජයක්. අපේ ජාතික ගීය ‘ශ්‍රී ලංකා මාතා ශ්‍රී ලංකාවේ නිල භාෂා සිංහල, දෙමළ සහ ඉංග්‍රීසි වේ.
අපේ ජාතික කොඩියට කියන්නේ සිංහ කොඩිය කියලාය. අපේ ජාතික පුෂ්පය නිල් මානෙල්, අපේ ජාතික ගස නා ගසය. ජාතික පක්ෂියා වළි කුකුළා වන අතර ජාතික සත්වයා දඩු ලේනාය. අපේ ජාතික ක්‍රීඩාව වොලිබෝල්. නමුත් ලංකාව ක්‍රිකට් වලට ප්‍රසිද්ධයි. ලෝකයේ හොඳම කණ්ඩායම් අතර ශ්‍රී ලංකාව ද සිටී.
මගේ රටේ සංචාරක ආකර්ෂණ ස්ථාන රාශියක් තිබෙනවා. දිය ඇලි, අභය භූමි, උද්භිද උද්‍යාන සහ වැලි සහිත වෙරළ ඉන් කිහිපයකි. මම මගේ රටට ගොඩක් ආදරෙයි.
",False,,,,,,,,,,68.96
G7_007,7,"පොදු දේපල රැක ගනිමු
","සෑම පුද්ගලයකුම තමන්ට පෞද්ගලිකව අයත් දේපල හොදින් රැක බලා ගනිති. ප්‍රවේසම් කර ගනිති. එහෙත් පොදුවේ සෑම දෙනාටම අයත් දේපල ගැන කිසිම අයුරකින් රැක ගැනීමක් හෝ ඒ පිලිබදව අවදානයක් හෝ නොදක්වති. පාසල් බස් රථය දුම්රිය නොමිලේ දෙන පාසල් පොත් පාසල් බංකු ගොඩනැගිලි රෝහල රජයට අයත් ආයතන මේ සියල්ලක්ම පොදු දේපල වේ. ඒවා රැක ගැනීම අප අපටම කර ගන්නා වු යහපත් ක්‍රියාවලියකි. නො එසේ නම් ඒ දේපොල විනාශ වීමේන් යථා තත්වයට පත්කර ගැනීමට අවශ්‍යය. මුදල් වැය වන්නේද අප වෙතින්ම ලබා ගන්නා බදු මුදල් මගිනි. ඒ බව අප බොහෝ විට අප නොදන්නා කරුණකි. රටක පොදු සම්පත විනාශ කිරිම නිසා රට දියුණුව කරා යන ගමනද පමා වේ. ඒ අනවශ්‍ය මුදල් නාස්තිය නිසාවෙනි. නොයෙකුත් අවස්ථාවල බස් රියේ දුම් රියේ යන අපගේ සහෝදර පාසල් සිසුන් එම ආසන කඩා දමයි. ඉරි ඇද ගී කුරුටු ලියා අවලස්සන කරයි.
මේ පොදු දේ විනාශ කරන්නන්ට විරුද්ධව පෝස්ටර් දැන්වීම් නාම පුවරු
සිසිකසා සෑම දෙනාටම සෑම දෙනාවම දනුවත් කල යුතුය. පොදු දේපල වනසන පුද්ගලයින් අවීනිත අසන්වර දේශ ද්‍රෝහින් බව එහි දැක්විය යුතුය. ඒ තුලින් හෝ පාඩමක් ඉගැන්වීම අනාගතයට වැඩදායකය පොදු දේපල විනාශ නොකර
ඒව රැක ගනිමු. එවිට අපත් රැකී රටත් රැකුනා කියා සතුටු විය හැක.
",False,,,,,,,,,,80.83
G8_001,8,"සිංහල සහ හින්දු අලුත් අවුරුද්ද
","අවුරුදු නිවාඩුව උදාවීමත් සමඟම සිංහල දෙමළ ළමුන්ගේ සිත ප්‍රබෝධයෙන් පිනා යයි. ඒ ළඟ ළඟ එන සිංහල දෙමළ අලුත් අවුරුද්ද සැමරීමේ සතුටිනි. කොවුලාගේ නාදය පරිසරය පුරා රුව්පිළිරුව් දෙද්දී ළඟ එන අලුත් අවුරුද්දට මිනිසා පමණක් නොව පරිසරය ද සූදානම් වේ.
සිංහල හා දෙමළ අලුත් අවුරුද්ද අයත්වන්නේ සමාජයේ ජන කොට්ඨාශයක් ලෙස එම සමාජයට අනුගතව සමරනු ලබන උත්සවයක් ලෙස ය. සිංහල සහ හින්දු අලුත් අවුරුද්ද චාරිත්‍ර-වාරිත්‍රවලට මුල් තැනක් දෙන උත්සවයකි. නොනගතය යනු ජීවිතයට විශ්‍රාමය අවශ්‍ය බව මතක් කර දෙන චාරිත්‍රයකි. අලුත් අවුරුද්දේ අලුත් ඇඳුම් ඇඳීම, අලුත් මුට්ටියක කිරි බතක් ඉවීම ආදිය පිරිසිදු බව හා නැවුම් බව ප්‍රකට වන චාරිත්‍ර ය. මේ සියලුම චාරිත්‍ර තුළින් වැසියන්ගේ ජීවිතවලට ගෙන එන්නේ විචිත්‍රත්වය කි.
අලුත් අවුරුද්ද මානව සම්බන්ධතා වර්ධනය කිරීමට රුකුලක් වෙයි. අවුරුද්දට බුලත් දීමේ චාරිත්‍රය ඥාති මිත්‍රාදීන් අතර සුහදශීලී සම්බන්ධතාවය රුකගැනීමට පිටුවහල් වන්නකි. පුද්ගලයන් අතර සිදුවන තරහ අමනාපකම් අමතක කර එකමුතු කරන්නේ බුලත් දීම මගිනි. අවුරුදු ක්‍රීඩා තුළින් ද ගමේ මිනිසුන් අතර යහළූ මිත්‍රකම් වර්ධනය වී එකමුතුකම ඇතිවෙයි. අවුරුදු උදාවත් සමඟ පැණි බේරෙන කැවුම්, අලුවා, කොකිස් ආදී රස කැවිලි පිඟානක් අතැති ව අසල්වැසියන්ගේ නිවසට ගොඩ වැදීමේ චාරිත්‍රය සුහදශීලී සම්බන්ධතාවය වර්ධනය කරවයි.
අලුත් අවුරුද්දට මුළු ගම ම සැණකෙළියක් බඳු ය. එරබදු ගස මලින් බරවී පරිසරය රක්ත වර්ණයෙන් සරසයි. ගස්වැල් පලබර වී සතුන්ව කඩිසර කරවයි. පසෙකින් රතිඤ්ඤා වෙඩි හඬ ය. තව අතකින් ක්‍රීඩා කරන ළමයින්ගෙ ඔල්වරසන් හඬ ය. අලුත් අවුරුදු අසිරිය විඳිමින් ගතකරන මේ සමය මිනිසුන්ගේ මනස පිරිසුදු කරයි.
",False,,,,,,,,,,97.66
G8_002,8,නත්තල් උත්සවය,"සීතල උදුවප් මාසයේ ඇඟ හිරිගඩු පුප්පන මිහිදුම් වළා මැදින් වඩිනා මනරම් උත්සවය වූකලි නත්තලයි. එය යේසුස් ක්‍රිස්තුස් වහන්සේගේ උපත සිහිපත් කරන වාර්ෂික ආගමික උත්සවයකි. මෙම නත්තල් උත්සවය සෑම වසරක ම දෙසැම්බර් 25 වන දින ලොව පුරා මිලියන සංඛ්‍යාත ජනයා අතර ආගමික හා සංස්කෘතික සැමරුමක් ලෙස සමරනු ලැබේ.
මෙම
සෑම වසරකම
නත්තල යනු ආගමික උත්සවයකි. ඒ අනුව කිතුනු බැතිමත්හු දෙසැම්බර් 24 වැනිදා මැදියම දෙව් මැදුරුවලට ගොස් දේව 17 පුජාවට සහභාගී වෙති. ආගමික ශ්‍රද්ධාව යහමින් ඇති සාමකාමී පිරිසක් වන මෙම කිතුනුවෝ දෙව් මැදුරුවල ඒ ඒ
පූජාවන්ට බැති සිතින් සමවැදී තමාටත්, ලොවටත් සාමය ප්‍රාර්ථනා කරති. ඉන්පසුව ඔවුහු එළැඹෙන 25 වැනි දිනය මහත් උත්සවශ්‍රීයෙන් ගත කරති.
නත්තල කිතුනු ආගමික උත්සවයක් වන නමුත් එය ශ්‍රී ලංකාවාසී සැමට පොදු උත්සවයක් බවට පත් කරගැනීමට රටවැසියෝ මහත් උනන්දුවක් දක්වති. ඒ අනුව නත්තල් උත්සවය සියලු ආගමික බෙදීම් පසෙකට තල්ලුකර දමා සමාජ එකමුතුකම වර්ධනය කරන ප්‍රීතිමත් උත්සවයක් බවට පත් වී තිබේ. නත්තල් දින ජනප්‍රිය සිරිත් විරිත් වන තෑගි බෝග හුවමාරු කර ගැනීම, නත්තල් ගස් සැකසීම, ගව ලෙන සැකසීම, පවුලේ අය හා මිතුරන් සමඟ ආහාර බෙදා ගැනීම සහ “සැන්ටා” හෙවත් නත්තල් සීයා පැමිණෙන තෙක් බලා. සිටීම සියලු වැසියන් ප්‍රිය කරන අංග වේ.
සමග
නත්තල්, වෙසක්, රාමසාන් වැනි කුමන හෝ ආගමික උත්සවයකින් අප ජීවිතයට ළඟා කරගත යුත්තේ සාමය හා සතුටයි. ජීවිතය යනු ගලා යන ගංගාවකි. ගඟ සුන්දර වන්නේ ගල්පරවල හැපී ගමන වෙනස්වන විටදී ය. එසේ ම නත්තල් 179 උත්සවය අපේ ජීවිතයේ ඒකාකාරී බව බිඳ මඟුල් ගෙයක් වැනි දිනයක් අපේ පවුලට කැන්දයි. නත්තල් උත්සව අපේ ජීවිතය තුළ අලුත් වර්ණ ආලේප කරයි. එහෙයින් නත්තල් උත්සවය අප සැමගේ උත්සවයක් වන්නේ ය.
",False,,,,,,,,,,100.0
G8_003,8,"ලොව මවිත කළ අපේ උරුමයන්
","මුළු ලෝකෙටම වැදගත් විය හැකි සංස්කෘතික හා ස්වභාවික ස්ථාන සහ වස්තු ලෝක උරුම ලෙස හඳුන්වයි. ලෝකයේ සංස්කෘතික හා ස්වභාවික උරුමයන් සංරක්ෂණය කර ජාතීන් අතර සහයෝගීතාවය වර්ධනය කිරීමේ අරමුණින් එක්සත් ජාතීන්ගේ අධ්‍යාපනික, විද්‍යාත්මක හා සංස්කෘතික සංවිධානය (UNESCO) විසින් ලෝකයේ ස්ථාන ගණනාවක් ලෝක උරුම ලෙස හඳුනාගෙන ප්‍රකාශයට පත් කර ඇත. ඉන් 10 ක් ශ්‍රී ලංකාවේ ලෝක උරුමයන් වශයෙන් ප්‍රකාශයට පත් කර ඇත.
ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරය, ශ්‍රී පාද අඩවිය, සීගිරිය ඓතිහාසික නගරය, මහනුවර පුජා නගරය, දඹුලු විහාරය, අනුරාධපුර ඓතිහාසික නගරය, පොළොන්නරුව ඓතිහාසික නගරය, ගාලු කොටුව, හෝර්ටන් තැන්න සහ සිංහරාජ වැසි වනාන්තරය ලෝක උරුමයන් වශයෙන් ප්‍රකාශයට පත් කර ඇත.
යුනෙස්කෝ සංවිධානය විසින් මෙම වස්තූන් ලෝක උරුම ලෙස නම් කර ඇත්තේ ඒවා අපට පමණක් නොව මුළු ලෝකයට ම එකසේ වැදගත් වන නිසාය. පොදුවේ ගත් කල මේ සියලු ම වස්තූන් පුරාවිද්‍යාත්මක වටිනාකමක් ඇති වස්තූන් වෙයි. පුරවැසියන් වශයෙන් මෙම වස්තූන් ගේ වටිනාකම සොයා බැලිය යුතුය. ඒවා ආරක්ෂා කිරීමට සිත් පහළ වන්නේ එම වස්තූන් පිළිබඳ ලබන දැනුම හේතුවෙනි. පාසලේ උගන්වන ඉතිහාසය විෂය තුළින් ද චිත්‍ර විෂය තුළින් ද මෙම වස්තූන් පිළිබඳ ඉගෙනුමක් ලැබිය හැක.
අපේ ලෝක උරුමයන් දැක බලාගැනීමට දහස් ගණන් විදේශිකයෝ අප රටට නිතිපතා පැමිණෙති. ඔවුහු ඒවා ගැන සොයා බලා ඒවා පිළිබඳ මවිතයට පත්වෙති. නමුත් අවාසනාවකට බොහෝ ලක්වැසියන්ට මෙම උරුමයන් ගැන වටිනාකමක් නැත. එය ජාතික වශයෙන් අභාග්‍යයකි. සැබවින්ම මෙම අපේ වටිනා උරුමයන් රුකගැනීමත් අගය කිරීමත් දරුවන් වන අපගේ උතුම් වගකීමකි.
",False,,,,,,,,,,89.17
G8_004,8,"මත් උවදුර පිටු දකිමු
","මත්ද්‍රව්‍ය ලෙස හඳුන්වන්නේ මිනිස් මනස දුර්වලතාවයකට භාජනය කළ හැකි ඕනෑම දෙයකට ය. මත්පැන්, මත්කුඩු, මල්පෙති, මත් දුම් ආදීය මත්ද්‍රව්‍ය සඳහා නිදසුන් වේ.
මත්ද්‍රව්‍ය වලින් සිදු කරන්නේ සැබෑ ලෝකය හා මනඃකල්පිත ලෝකය අතර තාවකාලික සම්බන්ධතාවක් ගොඩ නැංවීමයි. මත්පැන් පානය කළ විට ශරීරයෙන් ජීවත් වෙන්නේ සැබෑ ලෝකයේ වුවත් ඔහු සිය මනසින් ඉතාම සුන්දර ලෝකයක් මවාගෙන එහි ජීවත් වෙයි. මෙය සතුටක් ලෙස සලකන ඔහු ටිකින් ටික ඊට ඇබ්බැහි වෙයි. වර්තමාන සමාජයේ තරුණ පිරිස් අතර ක්‍රම ක්‍රමයෙන් පැතිර යන උවදුරක් ලෙස මෙය සැලකිය හැකිය.
මත්ද්‍රව්‍ය භාවිතය හේතුවෙන් මුලින් ම පිරිහෙන්නේ තමා ම ය. පරාභව සූත්‍රයට අනුව “සුරා ලොල් බව” පිරිහීමේ දොරටුවකි. මත්ද්‍රව්‍ය නිසා මනුෂ්‍යයා සෞඛ්‍ය අනින්ද ආර්ථික අතින් ද පිරිහී යයි. ඔහුගේ පවුලේ අසමගිය ඇති වේ. යහපත් මිතුරන් නැතිවී පාප මිත්‍රයන්ගේ ඇසුරට පත්වේ.
රටේ අනාගතය භාර ගැනීමට සිටින තරුණ තරුණියන් මනසින් ද සිරුරෙන් ද ශක්තිමත් විය යුතුය. මත් උවදුර හේතුවෙන් රටේ සමාජ සංවර්ධනය සහ ආර්ථික සංවර්ධනය අඩාල වේ. රට ජාත්‍යන්තර තලය දක්වා ඔසවා තැබීමට අවශ්‍ය ශක්තිය තරුණයන් තුළින් ඈත් කර දැමීමට මත්ද්‍රව්‍ය සමත් වී ඇත.
UR MASH
onnessee මෙම ගැටලුවෙන් රට ජාතිය බේරා ගැනීමට නම් පවුල පාසල ආගමික ස්ථානය සහ රජය ඒකාබද්ධව කටයුතු කළ යුතුය. තරුණ තරුණියන් රැකබලාගැනීම පවුලක යුතුකමකි. මතට DY ලොල් නොවන සේ නිසි අධ්‍යාපනයක් ලබාදීම පාසලේ වගකීමකි. /
පින්පව් පිළිබඳ ඉගැන්වීම ආගමික ස්ථානයේ යුතුකමකි.
",False,,,,,,,,,,92.16
G8_005,8,මත් උවදුර පිටු දකිමු,"මත්ද්‍රව්‍ය ලෙස හඳුන්වන්නේ මිනිස් මනස දුර්වලතාවයකට භාජනය කළ හැකි ඕනෑම දෙයකට ය. මත්පැන්, මත්කුඩු, මල්පෙති, මත් දුම් ආදීය මත්ද්‍රව්‍ය සඳහා නිදසුන් වේ.
මත්ද්‍රව්‍ය වලින් සිදු කරන්නේ සැබෑ ලෝකය හා මනඃකල්පිත ලෝකය අතර තාවකාලික සම්බන්ධතාවක් ගොඩ නැංවීමයි. මත්පැන් පානය කළ විට ශරීරයෙන් ජීවත් වෙන්නේ සැබෑ ලෝකයේ වුවත් ඔහු සිය මනසින් ඉතාම සුන්දර ලෝකයක් මවාගෙන එහි ජීවත් වෙයි. මෙය සතුටක් ලෙස සලකන ඔහු ටිකින් ටික ඊට ඇබ්බැහි වෙයි. වර්තමාන සමාජයේ තරුණ පිරිස් අතර ක්‍රම ක්‍රමයෙන් පැතිර යන උවදුරක් ලෙස මෙය සැලකිය හැකිය.
මත්ද්‍රව්‍ය භාවිතය හේතුවෙන් මුලින් ම පිරිහෙන්නේ තමා ම ය. පරාභව සූත්‍රයට අනුව “සුරා ලොල් බව” පිරිහීමේ දොරටුවකි. මත්ද්‍රව්‍ය නිසා මනුෂ්‍යයා සෞඛ්‍ය අනින්ද ආර්ථික අතින් ද පිරිහී යයි. ඔහුගේ පවුලේ අසමගිය ඇති වේ. යහපත් මිතුරන් නැතිවී පාප මිත්‍රයන්ගේ ඇසුරට පත්වේ.
රටේ අනාගතය භාර ගැනීමට සිටින තරුණ තරුණියන් මනසින් ද සිරුරෙන් ද ශක්තිමත් විය යුතුය. මත් උවදුර හේතුවෙන් රටේ සමාජ සංවර්ධනය සහ ආර්ථික සංවර්ධනය අඩාල වේ. රට ජාත්‍යන්තර තලය දක්වා ඔසවා තැබීමට අවශ්‍ය ශක්තිය තරුණයන් තුළින් ඈත් කර දැමීමට මත්ද්‍රව්‍ය සමත් වී ඇත.
UR MASH
onnessee මෙම ගැටලුවෙන් රට ජාතිය බේරා ගැනීමට නම් පවුල පාසල ආගමික ස්ථානය සහ රජය ඒකාබද්ධව කටයුතු කළ යුතුය. තරුණ තරුණියන් රැකබලාගැනීම පවුලක යුතුකමකි. මතට DY ලොල් නොවන සේ නිසි අධ්‍යාපනයක් ලබාදීම පාසලේ වගකීමකි. /
පින්පව් පිළිබඳ ඉගැන්වීම ආගමික ස්ථානයේ යුතුකමකි. මත්ද්‍රව්‍ය
",False,,,,,,,,,,92.42
